Hand Direction_X,Hand Direction_Y,Hand Direction_Z,THUMB_X,THUMB_Y,THUMB_Z,INDEX_X,INDEX_Y,INDEX_Z,MIDDLE_X,MIDDLE_Y,MIDDLE_Z,RING_X,RING_Y,RING_Z,PINKY_X,PINKY_Y,PINKY_Z,RESULT
0.106494926,-0.8940357,-0.43515402,0.28300166,-0.9574082,-0.05726826,-0.30089667,-0.5746024,0.76111317,-0.08379297,0.71925884,0.68967056,-0.011822906,0.7270764,0.6864547,0.059896044,0.56691766,0.82159406,0
0.10577064,-0.89317954,-0.4370845,0.2853341,-0.95667577,-0.057930455,-0.30213,-0.57490414,0.76039636,-0.08283113,0.71777886,0.6913266,-0.011106761,0.72409505,0.6896108,0.061781242,0.5643602,0.82321364,0
0.105184354,-0.89234126,-0.43893436,0.2880694,-0.95581377,-0.058617633,-0.30258453,-0.5741104,0.76081526,-0.08133146,0.7160812,0.69326246,-0.01007176,0.72123283,0.6926195,0.0641707,0.5619246,0.82469565,0
0.10470437,-0.8915421,-0.44066957,0.29033998,-0.95506406,-0.059626304,-0.30286124,-0.57392037,0.7608485,-0.08023505,0.71476835,0.6947435,-0.009179841,0.7188176,0.6951381,0.06656568,0.5603027,0.8256088,0
0.10416971,-0.89089346,-0.44210583,0.2910093,-0.95481265,-0.060385756,-0.30404148,-0.5720979,0.7617498,-0.07936934,0.71407,0.6955606,-0.008388104,0.7168674,0.6971591,0.06838295,0.5590451,0.8263125,0
0.10376957,-0.8903079,-0.4433776,0.29088068,-0.95480996,-0.061044034,-0.30510467,-0.56949973,0.7632701,-0.07835028,0.7127961,0.6969813,-0.007680462,0.71485585,0.69922966,0.07017279,0.5578355,0.82697964,0
0.10349181,-0.89001596,-0.44402814,0.29032487,-0.95496553,-0.06125649,-0.3054144,-0.5691374,0.7634164,-0.077508606,0.71204376,0.6978439,-0.007154401,0.71364206,0.700474,0.0716925,0.5574922,0.8270808,0
0.10323463,-0.8894737,-0.4451732,0.28946447,-0.9551758,-0.062044166,-0.3059192,-0.5692254,0.7631487,-0.076587975,0.71110636,0.6989006,-0.006584831,0.71214247,0.70200413,0.07325649,0.5566504,0.82751065,0
0.103326716,-0.8887885,-0.44651827,0.2890385,-0.95521957,-0.06334295,-0.30612966,-0.5697337,0.7626848,-0.07523598,0.7109289,0.69922787,-0.0056584,0.7112316,0.70293504,0.075320125,0.5569289,0.8271379,0
0.10371835,-0.8878148,-0.44836068,0.2895764,-0.9549135,-0.06546566,-0.30636418,-0.5706418,0.76191133,-0.07326282,0.7100374,0.70034236,-0.004513939,0.7099933,0.70419395,0.077780694,0.5567391,0.82703793,0
0.10370422,-0.88662213,-0.4507179,0.28981966,-0.95465016,-0.06817332,-0.3065257,-0.56808805,0.7637525,-0.070694625,0.70914274,0.7015118,-0.002696213,0.7083573,0.70584893,0.08120993,0.5561431,0.8271093,0
0.103990875,-0.8852815,-0.4532798,0.29091632,-0.9541118,-0.070981316,-0.30619195,-0.564229,0.7667412,-0.06797064,0.70769954,0.70323634,-8.44E-04,0.7063203,0.7078919,0.08533401,0.5555189,0.82711357,0
